,INTERVAL,M_DATE,PRICE_ZONE_ID,POWER_SYS_ID,E_USE_FACT
522,18,18.12.2018 0:00:00,1,530000,36136
523,19,18.12.2018 0:00:00,1,530000,35366
524,20,18.12.2018 0:00:00,1,530000,34361
525,21,18.12.2018 0:00:00,1,530000,32358
526,22,18.12.2018 0:00:00,1,530000,30528
527,23,18.12.2018 0:00:00,1,530000,29575
528,0,19.12.2018 0:00:00,1,530000,28789
529,1,19.12.2018 0:00:00,1,530000,28561
530,2,19.12.2018 0:00:00,1,530000,28469
531,3,19.12.2018 0:00:00,1,530000,28802
532,4,19.12.2018 0:00:00,1,530000,30064
533,5,19.12.2018 0:00:00,1,530000,32403
534,6,19.12.2018 0:00:00,1,530000,34602
535,7,19.12.2018 0:00:00,1,530000,36039
536,8,19.12.2018 0:00:00,1,530000,36675
537,9,19.12.2018 0:00:00,1,530000,36442
538,10,19.12.2018 0:00:00,1,530000,35900
539,11,19.12.2018 0:00:00,1,530000,35706
540,12,19.12.2018 0:00:00,1,530000,36025
541,13,19.12.2018 0:00:00,1,530000,35836
542,14,19.12.2018 0:00:00,1,530000,36347
543,15,19.12.2018 0:00:00,1,530000,36742
544,16,19.12.2018 0:00:00,1,530000,36728
545,17,19.12.2018 0:00:00,1,530000,36401
